"","id","vf_age","vf_party","vf_racename","vf_female","vf_black","vf_white","vf_hispanic","vf_vg_14","vf_vg_12","vf_vg_10","vf_democrat","vf_republican","miami_trans_law_t0","miami_trans_law2_t0","gender_norm_daugher_t0","gender_norm_looks_t0","gender_norm_rights_t0","gender_norms_sexchange_t0","gender_norms_moral_t0","gender_norms_abnormal_t0","ssm_t0","therm_obama_t0","therm_gay_t0","therm_trans_t0","therm_marijuana_t0","therm_afams_t0","ideology_t0","religious_t0","respondent_t0","exposure_gay_t0","exposure_trans_t0","pid_t0","scale_for_blocking_t0","miami_trans_law_t1","miami_trans_law2_t1","therm_obama_t1","therm_trans_t1","therm_marijuana_t1","gender_norm_looks_t1","gender_norm_rights_t1","gender_norm_sexchange_t1","gender_norm_moral_t1","gender_norm_abnormal_t1","gender_norm_trans_moral_wrong_t1","respondent_t1","respondent_t2","respondent_t3","respondent_t4","contacted","survey_language_es","sdo_scale","treat_ind","cluster_level_t0_scale_mean","vf_independent","all.dvs.t1","trans.tolerance.dv.t0","trans.tolerance.dv.t1","miami_trans_law_t0_avg","miami_trans_law_t1_avg","gender_nonconformity_t0","gender_nonconformity_t1","treatment.delivered","t1.resid"
"67664",48400,70,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,1,-1,-1,-1,0,-1,-2,0,50,50,0,70,-2,1,1,1,0,-3,-0.788692772388458,3,3,21,50,0,-1,-1,0,0,-1,0,1,1,1,1,1,0,0,1,-0.788692772388458,0,0.109205530247809,-0.601183125325939,-0.318472110836244,2,3,-0.413220837014379,-0.374804201368527,TRUE,0.189999596791797
"67671",19030,60,"N","Hispanic",1,0,0,1,1,1,1,0,0,0,0,-1,0,-1,1,0,0,0,50,50,50,50,76,0,4,1,1,0,-1,-0.376473248004913,1,1,64,50,50,0,-2,1,0,0,0,1,1,1,0,1,0,0,1,-0.629847645759583,1,-0.0578188784995425,0.168221142251428,0.0869568771840279,0,1,0.0538084277202204,-0.426040256342039,TRUE,0.0343590097248913
"67673",6738,63,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,1,-2,-2,-1,-2,-1,-3,6,26,24,19,90,-2,3,1,1,0,-3,-2.04928040504456,-3,-3,8,0,4,-2,-2,-1,-2,-1,1,1,1,1,1,1,0,0,1,-1.71894764900208,0,-2.00111782877558,-1.41124903723105,-1.18932795136176,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,0.159764461039786
"67676",11157,57,"R","Hispanic",1,0,0,1,0,1,0,0,1,0,-1,1,-1,-1,1,0,0,1,91,40,37,40,78,-2,4,1,1,0,-2,-0.744207262992859,0,-1,90,41,50,-2,-2,0,-1,-1,0,1,1,1,1,1,0,0,0,-0.744207262992859,0,-0.959354127379683,0.0185624311436988,-0.626085926762967,-0.5,-0.5,-0.413220837014379,-1.30883732249572,FALSE,-0.446842420025192
"67678",9011,67,"R","Hispanic",0,0,0,1,1,1,1,0,1,3,3,-1,1,0,1,1,2,3,73,97,88,50,87,1,1,1,1,0,0,0.966352760791779,3,3,62,90,50,0,-1,2,0,2,2,1,1,1,1,1,0,0,0,0.966352760791779,0,1.51750095865531,1.38882274341944,1.52385725368242,3,3,1.01465139797569,0.0665943317083116,FALSE,0.324088248735396
"67679",41325,52,"N","Caucasian",0,0,1,0,0,1,0,0,0,1,-1,1,-1,-1,-2,-1,-1,-1,28,24,12,66,50,-2,1,1,1,1,-3,-1.21538627147675,1,0,17,27,59,-2,-2,-1,-2,-1,-1,1,1,1,1,1,0,0,0,-1.11563658714294,1,-1.29382384207408,-1.5467825708492,-1.38375429785548,0,0.5,-0.413220837014379,-1.30883732249572,FALSE,-0.186462718337955
"67683",53834,20,"R","Hispanic",1,0,0,1,1,0,0,0,1,3,3,-2,0,2,2,2,2,3,0,100,100,100,100,-2,5,1,1,0,-3,1.01155698299408,3,3,0,100,50,0,1,2,2,2,2,1,1,1,1,1,0,0,0,0.458402723073959,0,1.91899569620879,2.03510476672724,2.06568535937137,3,3,1.53524954428284,1.05186350780901,FALSE,0.417364563160942
"67685",68177,40,"N","Hispanic",1,0,0,1,0,1,0,0,0,3,3,-1,2,1,2,2,2,3,50,100,100,14,50,2,1,1,1,0,0,1.4855922460556,3,3,50,100,50,2,2,-2,2,2,2,1,1,1,1,1,1,0,0,1.4855922460556,1,1.34709181977494,2.03510476672724,1.33326544871725,3,3,1.97549436823116,2.42729516201304,FALSE,-0.675835077114746
"67686",60140,43,"Other Party","Caucasian",0,0,1,0,1,1,0,0,0,2,2,1,-1,-1,1,0,0,1,85,50,50,50,50,0,1,1,1,0,1,-0.0289751160889864,2,2,50,50,50,-1,0,1,0,-1,0,1,1,1,0,1,0,0,1,-0.0289751160889864,0,0.0137894319978055,0.168221142251428,-0.135367133172714,2,2,-0.413220837014379,0.117830386681824,TRUE,-0.144313747160406
"67687",16013,40,"N","Hispanic",1,0,0,1,1,0,1,0,0,2,2,0,-1,-2,2,0,-1,-1,50,50,50,9,88,0,4,1,1,0,-1,-0.315791934728622,2,2,50,86,0,0,-2,2,0,1,2,1,1,1,1,1,1,0,1,-0.315791934728622,1,1.08255871056811,0.157100702380048,1.26483348024343,2,2,-0.907034542535251,-0.426040256342039,TRUE,0.986966725509132
"67689",8560,60,"D","Hispanic",0,0,0,1,1,1,1,1,0,3,2,2,-2,-2,-2,-2,1,-2,100,26,27,26,100,0,3,1,1,0,3,-0.813928484916687,2,1,100,15,50,-2,-2,-2,-1,-1,-2,1,0,0,0,1,0,0,1,-0.813928484916687,0,-1.28633166695024,-1.10171025594605,-1.67299408942354,2.5,1.5,-1.37406380726985,-1.30883732249572,TRUE,-0.796583403858051
"67691",41543,59,"D","Caucasian",0,0,1,0,0,1,0,1,0,0,2,0,-1,0,-2,-1,0,0,50,50,50,50,50,0,1,1,0,0,2,-0.376170814037323,-3,-2,50,0,60,0,-1,-2,-1,-1,-1,1,1,1,1,1,0,0,0,0.463301867246628,0,-2.18201277696512,-0.845436930299384,-1.58954332733252,1,-2.5,0.0805928685064935,0.0665943317083116,FALSE,-1.20106226393882
"67692",54167,62,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,0,-1,0,0,0,0,0,0,0,50,50,50,50,-2,1,1,1,0,-3,-0.549114108085632,0,0,6,50,50,0,-1,0,0,0,0,1,0,0,0,1,0,0,1,-0.549114108085632,0,-0.439186914966468,-0.0845401336505679,-0.0961481004795024,0,0,0.547622133241092,0.0665943317083116,FALSE,-0.105498767050109
"67699",26465,57,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-1,-1,-1,1,0,1,1,100,55,45,50,100,1,1,1,1,0,3,0.0971224829554558,2,2,100,50,50,0,-1,1,0,1,1,1,1,1,1,1,1,0,0,0.0971224829554558,1,0.50952093618556,0.374541815291062,0.530355761190219,2,2,-0.413220837014379,0.0665943317083116,FALSE,-0.179910024227062
"67702",20679,41,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,3,-1,0,2,2,1,2,3,50,70,71,50,80,0,0,1,1,0,2,0.850354135036469,3,3,64,93,50,0,2,2,2,2,2,1,1,1,1,1,0,0,1,0.850354135036469,0,1.86690445444045,1.44587647402672,2.00146077397744,3,3,1.53524954428284,1.54449809585936,TRUE,0.536080666265409
"67707",43923,75,"R","Hispanic",0,0,0,1,1,1,1,0,1,2,2,0,-1,-1,1,-1,1,3,92,50,50,49,50,1,5,1,1,1,-3,-0.0870857983827591,2,2,85,64,78,-1,-1,1,-1,0,-1,1,1,1,1,1,0,0,0,0.425104945898056,0,-0.0409476570121535,0.176728613179979,-0.230708174669218,2,2,-0.413220837014379,-0.374804201368527,FALSE,-0.32346853187664
"67713",66100,35,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,-2,2,2,2,2,2,3,100,100,100,21,100,2,1,1,1,0,3,1.71803879737854,3,3,100,50,50,0,0,2,2,2,2,1,1,0,1,1,0,0,0,1.71803879737854,0,1.54691539786356,2.03510476672724,1.60693832084327,3,3,2.46930807375203,0.559228919758662,FALSE,-0.45479767021221
"67716",11391,51,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,2,1,-2,-1,1,0,0,2,0,50,50,40,100,2,0,1,1,0,0,-0.0816862732172012,3,2,50,50,50,-1,-2,1,0,-1,0,1,1,1,1,1,0,0,0,-0.19609135389328,0,0.129311836448529,0.168221142251428,-0.135367133172714,2.5,2.5,-0.880250101748978,-0.867438789418877,FALSE,-0.377726482441781
"67723",42317,20,"D","Hispanic",1,0,0,1,0,1,0,1,0,3,3,-1,1,-2,2,1,1,3,95,90,85,50,85,1,0,1,1,0,1,1.1357809305191,3,3,91,79,50,1,-2,2,2,2,2,1,1,1,1,1,0,0,1,1.1357809305191,0,1.76272197090379,1.34316567790782,1.87301160318957,3,3,0.0270239869339474,0.0153582767347996,TRUE,0.567244406240028
"67725",63142,43,"D","Hispanic",0,0,0,1,0,0,0,1,0,3,3,1,-1,-1,2,0,0,3,86,76,76,73,94,2,1,1,1,1,1,0.755050182342529,3,2,93,83,100,-1,-2,1,-1,0,0,1,1,1,1,1,0,0,1,0.755050182342529,0,0.378129251275279,0.720299840368883,0.164690573620911,3,2.5,-0.413220837014379,-0.867438789418877,TRUE,-0.630873570270544
"67731",61665,39,"D","Hispanic",0,0,0,1,1,1,1,1,0,3,3,1,-1,-1,1,1,0,3,81,85,75,30,86,1,1,1,1,0,2,0.694531440734863,3,3,85,80,50,1,-1,-2,1,2,1,1,0,0,0,1,0,0,1,0.694531440734863,0,0.872556371029113,0.711400600764963,0.703652410664896,3,3,-0.413220837014379,0.50799286478515,TRUE,-0.0176902525658662
"67756",30705,22,"N","Hispanic",0,0,0,1,1,1,0,0,0,3,3,-1,1,-2,1,2,-1,3,71,60,46,72,60,2,4,1,1,1,1,0.678251624107361,3,3,68,64,50,1,-2,1,1,1,0,1,1,1,1,1,0,0,0,0.678251624107361,1,0.853470835557383,0.369039081980708,0.662769407320303,3,3,0.0270239869339474,0.0153582767347996,FALSE,0.254456875146017
"67762",6420,38,"R","Hispanic",1,0,0,1,1,1,0,0,1,0,2,0,0,-1,0,0,1,0,0,100,50,87,100,-2,3,1,1,0,-3,-0.200193077325821,2,0,50,50,50,0,-1,1,1,2,1,1,0,0,0,1,0,0,1,-0.200193077325821,0,0.594104706173411,0.179341582122808,0.977719120538625,1,1,0.0538084277202204,0.0665943317083116,TRUE,0.753565687294553
"67764",61920,59,"R","Hispanic",1,0,0,1,1,1,1,0,1,-2,-2,0,-2,-2,0,0,-2,0,52,52,52,52,82,-2,4,1,0,0,-3,-1.2826521396637,-3,-3,50,50,50,-2,-2,0,0,-1,0,1,1,1,0,1,0,0,1,-1.58070516586304,0,-1.32114687390298,-0.589279148103822,-0.318472110836244,-2,-3,-1.37406380726985,-1.30883732249572,TRUE,0.48726380792681
"67765",60577,33,"N","Caucasian",1,0,1,0,0,1,0,0,0,3,3,-2,2,2,2,2,2,3,90,87,89,50,89,3,0,1,1,0,1,1.5918380022049,3,3,100,90,50,2,2,2,2,2,2,1,1,1,1,1,0,0,1,1.0250244140625,1,1.84457963653974,1.90847047271301,1.97393595166575,3,3,2.46930807375203,2.42729516201304,TRUE,0.270611688353351
"67771",20405,73,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,0,-2,-2,-2,-2,-2,-3,0,0,0,30,50,-2,5,1,1,0,-1,-2.36445140838623,-3,-3,33,0,50,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,1,-0.712620139122009,0,-2.79736952614172,-2.20418503402838,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.562720605059341
"67775",51102,54,"N","Hispanic",0,0,0,1,1,1,0,0,0,-3,-3,2,-2,-2,-2,-2,-2,-3,1,0,0,0,50,0,5,1,1,1,0,-2.22925996780396,-3,-3,0,0,0,-2,-2,2,-2,-2,-2,1,1,0,0,1,1,0,1,-1.89410245418549,1,-2.22546564970788,-2.20418503402838,-1.52556164967626,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,0.0833789942823907
"67779",33710,60,"N","Hispanic",0,0,0,1,1,1,0,0,0,2,2,1,1,-1,1,1,1,2,95,59,50,19,95,2,3,1,1,0,0,0.499164611101151,2,2,99,50,50,-1,-1,0,1,1,1,1,1,1,1,1,0,0,0,0.642897069454193,1,0.530084306019316,0.687477102869628,0.572290132518353,2,2,0.520837692454819,-0.374804201368527,FALSE,0.109081622008342
"67780",20158,67,"D","Caucasian",0,0,1,0,1,1,1,1,0,1,2,1,-1,-1,1,1,2,2,8,61,60,72,37,1,0,1,1,0,-2,0.195752531290054,2,2,1,70,70,-1,-1,1,1,1,1,1,1,1,1,1,0,0,1,0.195752531290054,0,0.821892394465869,1.06648090411049,0.938893925593125,1.5,2,-0.413220837014379,-0.374804201368527,FALSE,0.393298100066932
"67784",59473,74,"R","Caucasian",0,0,1,0,0,1,0,0,1,2,2,-1,-1,-1,-2,-1,-1,-3,19,0,0,32,50,-3,1,1,0,0,-3,-1.40670812129974,0,1,27,50,29,-2,-1,0,-1,-1,0,1,1,1,1,1,0,0,1,-1.40670812129974,0,-0.646640347862059,-1.68492907341018,-0.543511459827909,2,0.5,-0.413220837014379,-0.816202734445365,TRUE,0.871937192556738
"67786",25821,50,"D","Hispanic",0,0,0,1,1,1,1,1,0,0,0,1,-2,-2,0,-2,-2,-3,50,20,20,0,20,2,4,1,0,0,3,-1.37842261791229,2,2,51,52,5,-2,-1,1,-2,-2,-1,1,1,1,1,1,0,0,1,-0.879258632659912,0,-0.627353781279458,-1.46841831128942,-1.01049483362111,0,2,-1.37406380726985,-0.816202734445365,TRUE,0.391259862718369
"67788",11323,46,"R","Hispanic",1,0,0,1,0,1,0,0,1,3,3,0,-2,-2,1,0,-1,3,50,50,50,1,50,3,1,1,1,1,-2,0.0139873083680868,3,3,50,100,50,0,-2,2,0,0,0,1,1,1,1,1,1,0,1,0.0329059697687626,0,0.934021523671076,-0.0956605735219475,0.728808893375661,3,3,-1.37406380726985,-0.426040256342039,TRUE,0.395095226701293
"67796",8234,74,"D","Caucasian",0,0,1,0,1,1,0,1,0,2,2,0,0,0,1,0,0,2,71,50,50,50,72,2,1,1,1,1,3,0.333441942930222,3,3,98,96,83,0,0,1,1,1,1,1,1,1,1,1,0,0,1,0.333441942930222,0,1.25376621696385,0.168221142251428,1.17744238562774,2,3,0.547622133241092,0.559228919758662,TRUE,0.734182927753656
"67801",47547,26,"R","Hispanic",1,0,0,1,0,0,0,0,1,3,3,-1,2,1,2,2,0,3,84,95,93,50,93,0,1,1,1,1,2,1.32750070095062,3,3,100,100,50,1,1,2,2,-1,2,1,1,1,1,1,0,0,1,1.32750070095062,0,1.41864442562544,1.42675587535325,1.39871332830115,3,3,1.97549436823116,1.49326204088585,TRUE,-0.243441865299915
"67802",6253,54,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-1,0,-1,1,0,1,0,8,50,50,5,50,-2,1,1,1,1,-2,-0.115880347788334,1,1,40,50,5,1,1,1,0,1,1,1,0,1,0,1,0,0,0,-0.115880347788334,0,0.271128868827096,0.432102858024804,0.530355761190219,3,1,0.0538084277202204,1.49326204088585,FALSE,0.074712447199941
"67803",65825,44,"Other Party","Caucasian",0,0,1,0,0,1,0,0,0,3,3,-1,2,2,1,2,2,3,39,80,80,50,80,-1,0,1,1,0,0,1.13967728614807,2,2,50,75,50,1,0,1,1,2,2,1,1,1,1,1,0,0,1,1.13967728614807,0,1.18804817162703,1.55209931989028,1.42816751345213,3,2,2.46930807375203,1.0006274528355,TRUE,-0.0484977864625557
"67804",18505,78,"D","Caucasian",1,0,1,0,1,1,1,1,0,0,1,1,-1,0,0,-1,0,1,50,50,50,50,50,0,1,1,1,0,2,-0.352639883756638,2,1,50,50,50,0,-1,-1,0,1,0,1,1,1,1,1,0,0,1,-0.36834043264389,0,-0.0614646554046247,-0.339914378495393,-0.0569290677862911,0.5,1.5,0.0805928685064935,0.0665943317083116,TRUE,-0.059886441160847
"67805",15173,79,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,1,2,-1,-1,0,-1,0,0,50,50,50,50,50,0,1,1,1,0,2,-0.384041011333466,1,1,50,50,50,-1,0,0,0,0,0,1,1,1,1,1,0,0,1,-0.36834043264389,0,-0.200794847608003,-0.339914378495393,-0.0961481004795024,1.5,1,-0.413220837014379,0.117830386681824,FALSE,0.176406603805686
"67806",18190,79,"R","Hispanic",1,0,0,1,1,1,1,0,1,0,0,1,-1,-1,1,-1,-1,0,39,40,21,9,50,-2,4,1,1,0,-2,-1.11342227458954,1,1,20,50,50,-2,-2,0,-2,-2,0,1,1,1,1,1,0,0,0,-0.371920973062515,0,-0.86144103921467,-0.684888866222476,-0.990874819176315,0,1,-0.413220837014379,-1.30883732249572,FALSE,-0.495806888340255
"67814",66738,49,"Other Party","Hispanic",1,0,0,1,1,1,1,0,0,1,1,-1,-2,-2,0,-2,-1,0,49,26,52,18,63,-2,4,1,0,0,0,-1.07794034481049,0,2,50,50,50,-1,-1,1,-1,-1,0,1,1,1,1,1,0,0,1,-0.26421782374382,0,-0.380794715845858,-0.836145922020096,-0.360406482164378,1,1,-1.37406380726985,-0.374804201368527,TRUE,0.208513017884179
"67818",26896,27,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,-2,1,1,2,2,2,3,100,100,100,61,100,3,1,1,1,1,0,1.63878798484802,3,3,100,100,40,2,2,-2,2,2,2,1,1,1,1,1,0,0,1,0.72161877155304,1,1.34709181977494,2.03510476672724,1.33326544871725,3,3,1.50846510349656,2.42729516201304,TRUE,-0.372436227557025
"67819",9284,68,"N","Hispanic",0,0,0,1,1,0,0,0,0,0,1,1,0,-1,0,0,0,0,100,50,50,0,50,0,0,1,1,1,0,-0.195550486445427,0,3,100,100,0,0,0,1,0,0,0,1,1,1,1,1,1,0,1,0.72161877155304,1,0.444478341210445,-0.0845401336505679,0.54570391571213,0.5,1.5,0.0538084277202204,0.559228919758662,TRUE,0.205753043606305
"67823",36560,45,"R","Hispanic",1,0,0,1,1,1,1,0,1,2,2,1,-1,0,0,0,1,2,8,51,50,37,86,-2,1,1,1,1,-3,-0.176903396844864,2,2,35,71,34,-1,1,1,0,2,1,1,0,1,1,1,0,0,0,0.574532389640808,0,0.832578418351673,0.179341582122808,0.945353527728763,2,2,0.0805928685064935,0.610464974732174,FALSE,0.480479480100273
"67825",35590,82,"R","Hispanic",1,0,0,1,1,1,1,0,1,-1,0,2,-2,-2,0,-2,-1,0,8,50,50,8,50,-3,4,1,1,0,-3,-1.38994407653809,0,0,21,50,50,-2,-1,-1,-1,0,-2,1,1,0,0,1,0,0,0,-1.38994407653809,0,-1.07003020394819,-0.859170339113593,-0.946442174433596,-0.5,0,-1.37406380726985,-0.816202734445365,FALSE,-0.201133473798309
"67828",58087,72,"R","Caucasian",0,0,1,0,1,1,0,0,1,3,3,1,1,0,1,2,1,3,39,95,95,65,95,-2,0,1,1,1,-3,0.815511167049408,3,3,30,85,70,1,-1,1,1,2,1,1,1,1,0,1,0,0,1,0.815511167049408,0,1.33869230818902,1.46090073231813,1.2988420475083,3,3,1.01465139797569,0.50799286478515,TRUE,0.0665686660494802
"67832",24679,52,"N","Hispanic",1,0,0,1,1,1,1,0,0,3,3,-1,-1,0,2,1,1,2,10,50,50,50,98,0,1,1,1,0,-2,0.23119068145752,3,3,6,50,24,0,2,2,1,0,1,1,1,1,1,1,0,0,0,0.23119068145752,1,0.887644554733586,0.940238378771624,0.716176077488673,3,3,0.0805928685064935,1.54449809585936,FALSE,-0.122076242862604
"67834",29963,57,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,0,1,0,2,1,1,3,50,75,75,75,75,2,0,1,1,0,0,0.876443028450012,3,3,60,85,85,2,0,1,1,1,2,1,1,1,1,1,0,0,1,0.876443028450012,1,1.33407254179342,1.22804359244033,1.297592910801,3,3,1.01465139797569,1.44202598591234,TRUE,0.271749527369613
"67835",20032,73,"R","Caucasian",1,0,1,0,1,1,1,0,1,2,2,-1,0,-1,0,1,1,-1,5,50,50,75,50,-1,4,1,1,1,-2,-0.255107492208481,2,2,19,85,50,-1,-1,0,1,-1,1,1,1,1,1,1,0,0,0,-0.255107492208481,0,0.456973001138744,0.434715826967632,0.448765038774542,2,2,0.0538084277202204,-0.374804201368527,FALSE,0.281942520885424
"67836",1939,65,"N","Hispanic",0,0,0,1,1,1,1,0,0,3,3,0,0,0,1,0,0,2,93,74,61,73,75,2,0,1,1,0,0,0.577593147754669,3,2,72,50,50,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.577593147754669,1,0.153119624201184,0.294855436265661,-0.0961481004795024,3,2.5,0.547622133241092,0.559228919758662,FALSE,-0.542039536614758
"67837",498,30,"N","Caucasian",1,0,1,0,1,1,1,0,0,3,3,-2,2,-1,2,2,2,3,60,78,78,64,79,1,1,1,1,1,1,1.21874213218689,2,3,50,82,76,1,-1,1,1,-1,1,1,1,1,1,1,0,0,0,1.00546884536743,1,0.700493815254232,1.78183617869878,0.604345194126386,3,2.5,0.987866957189418,0.50799286478515,FALSE,-0.908659452884719
"67842",36864,61,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,-1,1,1,-1,1,1,3,100,100,100,100,59,2,0,1,1,1,3,1.16099882125854,3,3,100,50,100,1,0,-2,2,2,2,1,1,1,1,1,0,0,1,1.46047949790955,0,0.975011521429714,0.757564978403057,0.874518410189149,2,3,1.50846510349656,1.0006274528355,TRUE,-0.210527292965474
"67851",53433,42,"R","Hispanic",1,0,0,1,1,1,1,0,1,3,3,-1,1,-1,1,1,1,2,70,99,50,12,94,0,4,1,1,0,-3,0.57888001203537,3,3,77,100,24,1,-2,1,2,0,1,1,1,1,0,1,0,0,0,0.57888001203537,0,1.28028822291257,0.687477102869628,1.21685748734491,3,3,0.520837692454819,0.0153582767347996,FALSE,0.607248537120286
"67853",47678,33,"R","Hispanic",0,0,0,1,0,1,0,0,1,2,2,2,-2,-1,1,0,-1,0,0,35,35,0,100,-1,0,1,1,0,-1,-0.680426061153412,2,2,0,30,50,-2,-2,1,-2,-1,-1,1,1,1,1,1,0,0,0,-0.167324215173721,0,-0.624285355690242,-0.268343701723174,-0.990019520216734,2,2,-0.880250101748978,-1.30883732249572,FALSE,-0.839721776902663
"67855",26888,51,"N","Hispanic",0,0,0,1,1,1,0,0,0,1,2,-2,-2,-2,1,1,1,-2,0,50,50,0,80,-2,1,1,1,0,-2,-0.461696565151215,-1,1,0,50,0,-2,-2,-1,0,0,1,1,0,0,1,1,1,0,0,-0.461696565151215,1,-0.412651635152388,0.687477102869628,-0.0581782044935832,1.5,0,-1.37406380726985,-1.30883732249572,FALSE,-0.523753414627964
"67856",43587,75,"N","Hispanic",0,0,0,1,0,0,0,0,0,0,0,1,-2,-1,0,0,-1,0,84,50,50,24,50,0,0,1,0,0,2,-0.712196528911591,0,0,97,50,0,-2,-2,0,0,-2,0,1,0,1,0,1,0,0,0,-0.712196528911591,1,-0.7727544286887,-0.348421849423943,-0.540796121192985,0,0,-0.880250101748978,-1.30883732249572,FALSE,-0.0099669771424551
"67857",28478,53,"R","Caucasian",1,0,1,0,1,1,1,0,1,0,2,-1,-2,-2,-1,-1,-1,2,0,50,20,30,80,-2,0,1,1,0,-3,-0.98836350440979,-2,-2,0,28,42,-1,-2,-2,-1,-2,-1,1,1,1,1,1,0,0,0,-0.970547735691071,0,-2.02490916230219,-1.20192362657322,-1.55496899611353,1,-2,-1.37406380726985,-0.867438789418877,FALSE,-0.971562241521549
"67858",12461,27,"R","Hispanic",1,0,0,1,1,1,0,0,1,3,3,-2,1,-1,0,0,-1,3,19,50,50,80,78,2,0,1,1,0,-3,0.241469234228134,2,2,20,31,68,-1,-1,1,2,-1,1,1,1,1,1,1,0,0,0,-0.970547735691071,0,0.361641586976575,-0.348421849423943,0.361462563819387,3,2,0.520837692454819,-0.374804201368527,FALSE,0.230562382806023
"67859",1524,77,"R","Hispanic",1,0,0,1,1,1,1,0,1,-3,-3,1,-2,-2,-1,-2,-2,-2,0,30,0,10,0,-3,1,1,1,0,-3,-2.16474890708923,-3,-3,0,0,17,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,0,-0.970547735691071,0,-2.79736952614172,-1.95142375812638,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,FALSE,-0.756529195161589
"67860",15187,29,"N","Hispanic",1,0,0,1,0,0,0,0,0,3,3,0,2,-2,2,0,2,3,0,100,95,77,37,0,0,1,1,0,0,0.975440561771393,3,3,50,77,80,0,-1,1,0,0,0,1,1,1,1,1,0,0,0,0.975440561771393,1,0.61988861732381,1.46679523430385,0.334680277989203,3,3,0.494053251668546,0.0665943317083116,FALSE,-0.951530023921235
"67870",65599,33,"R","Hispanic",0,0,0,1,1,1,1,0,1,-3,-3,2,-2,-2,-2,-2,-2,-3,0,0,0,2,86,-3,5,1,1,1,-3,-2.35350871086121,-3,-3,0,0,0,-2,-2,-2,-2,-2,-2,1,1,1,1,1,0,0,1,-2.35350871086121,0,-2.79736952614172,-2.20418503402838,-2.25798156033038,-3,-3,-1.37406380726985,-1.30883732249572,TRUE,-0.384250778930524
"67871",50534,61,"R","Caucasian",1,0,1,0,0,0,0,0,1,2,2,-1,0,0,1,0,1,2,60,60,60,9,91,-1,0,1,1,0,-2,0.257252782583237,2,2,50,73,31,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0.257252782583237,0,0.680677873424366,0.547224943492288,0.741379398913146,2,2,0.547622133241092,1.0006274528355,FALSE,0.0888278032301754
"67875",14755,53,"D","Caucasian",1,0,1,0,0,1,0,1,0,3,3,-2,2,0,2,2,0,3,0,80,80,61,100,0,1,1,1,1,3,1.11867606639862,3,3,50,100,84,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0.947842240333557,0,1.91899569620879,1.27709716424553,2.06568535937137,3,3,1.48168066271029,2.42729516201304,TRUE,0.464888970734396
"67882",44625,64,"N","Caucasian",0,0,1,0,1,1,1,0,0,3,3,-1,-1,-2,-1,-1,-1,1,29,73,31,100,94,-1,0,1,1,0,0,-0.236247360706329,3,1,21,28,100,-2,-2,-1,-1,-1,-1,1,1,1,1,1,0,0,1,-0.236247360706329,1,-0.768928425355774,-1.07528933255898,-1.14954000809325,3,2,-0.907034542535251,-1.30883732249572,FALSE,-0.691048292600375
"67885",34356,71,"D","Caucasian",0,0,1,0,1,1,1,1,0,2,2,0,-1,-2,0,0,0,1,0,31,29,50,50,-2,1,1,1,0,-1,-0.498670697212219,1,1,0,50,50,-1,-1,2,0,0,1,1,1,1,1,1,0,0,1,-0.498670697212219,0,0.247321081074441,-0.326296513132285,0.491136728497008,2,1,-0.907034542535251,-0.374804201368527,TRUE,0.713541283817741
"67887",63186,46,"N","Hispanic",1,0,0,1,1,1,1,0,0,2,2,-1,0,0,1,0,1,-1,100,50,50,50,50,2,3,1,1,0,3,0.115715265274048,1,2,100,46,51,0,-1,1,0,0,0,1,1,1,0,1,0,0,0,-0.554472088813782,1,0.0352843605405803,0.432102858024804,0.0502571141017797,2,1.5,0.547622133241092,0.0665943317083116,TRUE,-0.165626814710797
"67888",9239,55,"N","Caucasian",0,0,1,0,1,1,1,0,0,1,-2,2,-2,-1,-1,0,-1,-2,73,19,16,59,24,0,2,1,1,0,2,-1.22465944290161,1,1,68,23,50,-1,-1,0,-1,-2,0,1,1,1,1,1,0,0,0,-0.554472088813782,1,-0.898825061378876,-0.992598215915385,-1.01355887098983,-0.5,1,-0.880250101748978,-0.374804201368527,TRUE,0.128327531618577
